Organization,Camp Name,Start Date,End Date,Days,Start Time,End Time,Location,Age Range,Grade Range,Price,Description
iCode mckinney,Creative Lab : 3D Printing & Design,May 27,May 30,4-Day Camp,9:00 AM,4:00 PM,iCode mckinney,6 - 11,,$319,"This camp is dedicated to exploring the ins-and-outs of one of the most interesting areas in tech. 3D printing is a mode of product development that is fast, easy, and creative! Campers will work throughout the week to design & print their own creation! They will use a development style called rapid prototyping, where development starts at a basic idea, then to designing models, and finally a finished product. This camp is the perfect blend of creativity and productivity!"
iCode mckinney,Roblox Editor - Create and Code Your Own World,May 27,May 30,4-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 14,,$319,"Join us for a fun Roblox journey where students focus on how to create games, program with Lua, and monetize the games they create. It is an exciting adventure where students learn to become the creators."
iCode mckinney,Animation Creation : Exploring Today's Digital Tools,Jun 2,Jun 6,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,9 - 14,,$399,"Inspired by Pixar, Walt Disney, and DreamWorks, this camp will explore the methods used in these animations studios and apply them to make our own animations!"
iCode mckinney,Shark Tank : Create & Pitch Your Own Product!,Jun 2,Jun 6,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 14,,$399,"Campers will learn how to think like creative entrepreneurs and compete in a crowded marketplace with unique solutions to tomorrow’s problems. Working with professional tools like Adobe XD will give campers a competitive edge and help them learn what it takes to take an idea to market. Campers will collaborate with other campers in completing group and individual projects. These entrepreneurs will have the opportunity to build a startup with their friends, create sophisticated websites, develop marketing plans, and 3D print prototypes. At the end of this busy week, these new start-ups will pitch their projects to a panel of iCode’s top sharks and learn how to negotiate to fund your idea."
iCode mckinney,Game Builder : Creating with Construct 3,Jun 2,Jun 6,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 13,,$399,"In this introductory camp, campers will go beyond playing games and get a behind-the-scenes experience, learning the art and science of game development. With hands-on projects, campers will be exposed to many digital tools used today for game creation such as Construct 3. Each game created throughout the week will start small and grow exponentially along with skills learned! By the end of the week, campers will really see that making games are more fun than playing them!"
iCode mckinney,Fortnite Designer: Game Development with UEFN,Jun 2,Jun 6,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,11 - 16,,$399,"From Player to Creator, students learn everything they need to know to get started with UEFN, Epic Games' new tool for creating games and experiences directly in Fortnite. They will learn how to use UEFN to design and build their own games, import assets, and add gameplay mechanics, as well as collaborate with other creators and publish their games to Fortnite."
iCode mckinney,YouTube Creator : Learn Production Basics - Half Day,Jun 2,Jun 6,5-Day Camp,1:00 PM,4:00 PM,iCode mckinney,6 - 10,,$249,"Youtube has become the premier platform for creators of all kinds to film and produce content that reaches millions of people. This camp is perfect for future content creators to learn the skills that will push their videos to the top. Campers will learn to use digital cameras, how to edit audio, video, and produce content that is not just unique but interesting for their audience."
iCode mckinney,Game Builder : Creating with Construct 3 - Half Day Camp,Jun 9,Jun 13,5-Day Camp,1:00 PM,4:00 PM,iCode mckinney,6 - 10,,$249,"In this introductory camp, campers will go beyond playing games and get a behind-the-scenes experience, learning the art and science of game development. With hands-on projects, campers will be exposed to many digital tools used today for game creation such as Construct 3. Each game created throughout the week will start small and grow exponentially along with skills learned! By the end of the week, campers will really see that making games is more fun than playing them!"
iCode mckinney,Content Creator: Build Your Brand,Jun 9,Jun 13,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 14,,$399,"Step into the world of digital creativity and entrepreneurship! This engaging camp offers hands-on training in content creation, personal branding, and storytelling, all while teaching the secrets behind becoming a successful influencer. Campers will dive into video production, photography, and editing with professional tools like DJI cameras and DaVinci Resolve, discovering how to craft engaging content and build a unique brand. Each day explores a new side of the influencer journey, from collaborations to product development, setting campers up with the skills they need to shine in the digital world and beyond."
iCode mckinney,Minecraft Redstone: Escape Room Adventure,Jun 9,Jun 13,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,6 - 12,,$399,"Unlock the secrets of Redstone in Minecraft and dive into the world of engineering! This hands-on camp lets young builders master the basics of circuits, power mechanisms, and automation. Campers will embark on exciting projects, crafting everything from simple circuits to intricate machines."
iCode mckinney,VR Creator : Fun with Unity and Oculus,Jun 9,Jun 13,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,11 - 16,,$399,"This course introduces campers to the Unity gaming engine. From installing and configuring unity to building their first game. Campers will learn how to publish their creation to IOS, Xbox, Android, PC, MacOS, and Linux! They will also get hands-on with Oculus Quest 2, learning its interface and capabilities."
iCode mckinney,Shark Tank : Create & Pitch Your Own Product! - Half Day Camp,Jun 9,Jun 13,5-Day Camp,9:00 AM,1:00 PM,iCode mckinney,6 - 10,,$249,"Campers will learn how to think like creative entrepreneurs and compete in a crowded marketplace with unique solutions to tomorrow’s problems. Working with professional tools like Adobe XD will give campers a competitive edge and help them learn what it takes to take an idea to market. Campers will collaborate with other campers in completing group and individual projects. These entrepreneurs will have the opportunity to build a startup with their friends, create sophisticated websites, develop marketing plans, and 3D print prototypes. At the end of this busy week, these new start-ups will pitch their projects to a panel of iCode’s top sharks and learn how to negotiate to fund!"
iCode mckinney,VEX - Robot Squads: Engineering Team Challenge,Jun 30,Jul 3,4-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 10,,$319,"Mimicking the structure of some of the world’s most competitive robotics challenges such as the First Lego League, and the DARPA Challenge, this fun and exciting week will give campers the opportunity to put their problem solving to the test! Using robotics, campers will team up and brainstorm solutions to many different challenges! During this camp, the skills of programming and engineering will be used to overcome obstacles. While campers work to complete multi-phased challenges, they will realize that teamwork is needed to solve the problems of tomorrow!"
iCode mckinney,VEX - Robot Squads: Engineering Team Challenge,,,,,,iCode mckinney,,,$319,"Mimicking the structure of some of the world’s most competitive robotics challenges such as the First Lego League, and the DARPA Challenge, this fun and exciting week will give campers the opportunity to put their problem solving to the test! Using robotics, campers will team up and brainstorm solutions to many different challenges! During this camp, the skills of programming and engineering will be used to overcome obstacles. While campers work to complete multi-phased challenges, they will realize that teamwork is needed to solve the problems of tomorrow!"
iCode mckinney,VEX - Robot Squads: Engineering Team Challenge,Jul 14,Jul 18,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 10,,$399,"Mimicking the structure of some of the world’s most competitive robotics challenges such as the First Lego League, and the DARPA Challenge, this fun and exciting week will give campers the opportunity to put their problem solving to the test! Using robotics, campers will team up and brainstorm solutions to many different challenges! During this camp, the skills of programming and engineering will be used to overcome obstacles. While campers work to complete multi-phased challenges, they will realize that teamwork is needed to solve the problems of tomorrow!"
iCode mckinney,VEX - Robot Squads: Engineering Team Challenge,,,,,,iCode mckinney,,,$399,"Mimicking the structure of some of the world’s most competitive robotics challenges such as the First Lego League, and the DARPA Challenge, this fun and exciting week will give campers the opportunity to put their problem solving to the test! Using robotics, campers will team up and brainstorm solutions to many different challenges! During this camp, the skills of programming and engineering will be used to overcome obstacles. While campers work to complete multi-phased challenges, they will realize that teamwork is needed to solve the problems of tomorrow!"
iCode mckinney,Minecraft Survival: The Building Blocks of Coding,Jun 30,Jul 3,4-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 14,,$319,"Learn conditionals, functions, coordinates and more in block-based coding and JavaScript. Students will Design an original creative project to program four tools for a survival backpack to help them in a Minecraft world."
iCode mckinney,VEX - Battle of the Bots : Tournament of Champions,Jun 16,Jun 20,5-Day Camp,9:00 AM,12:00 PM,iCode mckinney,6 - 10,,$249,"Battle of the bots is a great way to learn how technologies like programming, sensors, gears, and mechanics work, all while having fun! Campers will learn the fundamentals of mechanical engineering as they team up to build robotic systems and compete against one another in tasks such as sumo-wrestling, tug-o-war, head-to-head combat, and much more! By the end of the week, campers will put their skills to the test and see who can build the best battle bot."
iCode mckinney,VEX - Battle of the Bots : Tournament of Champions,Jul 7,Jul 11,5-Day Camp,9:00 AM,12:00 PM,iCode mckinney,6 - 10,,$249,"Battle of the bots is a great way to learn how technologies like programming, sensors, gears, and mechanics work, all while having fun! Campers will learn the fundamentals of mechanical engineering as they team up to build robotic systems and compete against one another in tasks such as sumo-wrestling, tug-o-war, head-to-head combat, and much more! By the end of the week, campers will put their skills to the test and see who can build the best battle bot."
iCode mckinney,Creative Lab : 3D Printing & Design,Jul 7,Jul 11,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,6 - 11,,$399,"This camp is dedicated to exploring the ins-and-outs of one of the most interesting areas in tech. 3D printing is a mode of product development that is fast, easy, and creative! Campers will work throughout the week to design & print their own creation! They will use a development style called rapid prototyping, where development starts at a basic idea, then to designing models, and finally a finished product. This camp is the perfect blend of creativity and productivity!"
iCode mckinney,Creative Lab : 3D Printing & Design,,,,,,iCode mckinney,,,$399,"This camp is dedicated to exploring the ins-and-outs of one of the most interesting areas in tech. 3D printing is a mode of product development that is fast, easy, and creative! Campers will work throughout the week to design & print their own creation! They will use a development style called rapid prototyping, where development starts at a basic idea, then to designing models, and finally a finished product. This camp is the perfect blend of creativity and productivity!"
iCode mckinney,Roblox Editor - Create and Code Your Own World,Jun 23,Jun 27,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 14,,$399,"Join us for a fun Roblox journey where students focus on how to create games, program with Lua, and monetize the games they create. It is an exciting adventure where students learn to become the creators."
iCode mckinney,Animation Creation : Exploring Today's Digital Tools,Jun 23,Jun 27,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,9 - 14,,$399,"Inspired by Pixar, Walt Disney, and DreamWorks, this camp will explore the methods used in these animations studios and apply them to make our own animations!"
iCode mckinney,Game Builder : Creating with Construct 3,Jun 23,Jun 27,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 13,,$399,"In this introductory camp, campers will go beyond playing games and get a behind-the-scenes experience, learning the art and science of game development. With hands-on projects, campers will be exposed to many digital tools used today for game creation such as Construct 3. Each game created throughout the week will start small and grow exponentially along with skills learned! By the end of the week, campers will really see that making games are more fun than playing them!"
iCode mckinney,YouTube Creator : Learn Production Basics - Half Day,Jun 23,Jun 27,5-Day Camp,1:00 PM,4:00 PM,iCode mckinney,6 - 10,,$249,"Youtube has become the premier platform for creators of all kinds to film and produce content that reaches millions of people. This camp is perfect for future content creators to learn the skills that will push their videos to the top. Campers will learn to use digital cameras, how to edit audio, video, and produce content that is not just unique but interesting for their audience."
iCode mckinney,YouTube Creator : Learn Production Basics - Half Day,Jun 30,Jul 3,4-Day Camp,9:00 AM,12:00 PM,iCode mckinney,6 - 10,,$199,"Youtube has become the premier platform for creators of all kinds to film and produce content that reaches millions of people. This camp is perfect for future content creators to learn the skills that will push their videos to the top. Campers will learn to use digital cameras, how to edit audio, video, and produce content that is not just unique but interesting for their audience."
iCode mckinney,Game Builder : Creating with Construct 3 - Half Day Camp,Jun 30,Jul 3,4-Day Camp,1:00 PM,4:00 PM,iCode mckinney,6 - 10,,$199,"In this introductory camp, campers will go beyond playing games and get a behind-the-scenes experience, learning the art and science of game development. With hands-on projects, campers will be exposed to many digital tools used today for game creation such as Construct 3. Each game created throughout the week will start small and grow exponentially along with skills learned! By the end of the week, campers will really see that making games is more fun than playing them!"
iCode mckinney,Content Creator: Build Your Brand,Jun 30,Jul 3,4-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 14,,$319,"Step into the world of digital creativity and entrepreneurship! This engaging camp offers hands-on training in content creation, personal branding, and storytelling, all while teaching the secrets behind becoming a successful influencer. Campers will dive into video production, photography, and editing with professional tools like DJI cameras and DaVinci Resolve, discovering how to craft engaging content and build a unique brand. Each day explores a new side of the influencer journey, from collaborations to product development, setting campers up with the skills they need to shine in the digital world and beyond."
iCode mckinney,Minecraft Redstone: Escape Room Adventure,Jun 16,Jun 20,5-Day Camp,1:00 PM,4:00 PM,iCode mckinney,6 - 10,,$249,"Unlock the secrets of Redstone in Minecraft and dive into the world of engineering! This hands-on camp lets young builders master the basics of circuits, power mechanisms, and automation. Campers will embark on exciting projects, crafting everything from simple circuits to intricate machines."
iCode mckinney,Minecraft Redstone: Escape Room Adventure,Jul 7,Jul 11,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,6 - 12,,$399,"Unlock the secrets of Redstone in Minecraft and dive into the world of engineering! This hands-on camp lets young builders master the basics of circuits, power mechanisms, and automation. Campers will embark on exciting projects, crafting everything from simple circuits to intricate machines."
iCode mckinney,VR Creator : Fun with Unity and Oculus,Jul 7,Jul 11,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,11 - 16,,$399,"This course introduces campers to the Unity gaming engine. From installing and configuring unity to building their first game. Campers will learn how to publish their creation to IOS, Xbox, Android, PC, MacOS, and Linux! They will also get hands-on with Oculus Quest 2, learning its interface and capabilities."
iCode mckinney,Shark Tank : Create & Pitch Your Own Product! - Half Day Camp,Jul 14,Jul 18,5-Day Camp,1:00 PM,4:00 PM,iCode mckinney,6 - 10,,$249,"Campers will learn how to think like creative entrepreneurs and compete in a crowded marketplace with unique solutions to tomorrow’s problems. Working with professional tools like Adobe XD will give campers a competitive edge and help them learn what it takes to take an idea to market. Campers will collaborate with other campers in completing group and individual projects. These entrepreneurs will have the opportunity to build a startup with their friends, create sophisticated websites, develop marketing plans, and 3D print prototypes. At the end of this busy week, these new start-ups will pitch their projects to a panel of iCode’s top sharks and learn how to negotiate to fund!"
iCode mckinney,Advanced Arduino: Creating with Microcontrollers,Jun 16,Jun 20,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,10 - 16,,$399,Students use the Arduino - an easy-to-use microcontroller board to make a variety of real-world applications.
iCode mckinney,Junior Robotics: Programming With Vex 123,Jun 23,Jun 27,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,5 - 9,,$399,"Using the VEX 123 platform, campers will engage in hands-on activities that progress from simple robot control to block-based programming. Throughout the week, students will tackle fun challenges like navigating obstacle courses and completing real-world-inspired tasks, all while building skills in creative problem-solving, collaboration, and critical thinking."
iCode mckinney,Roblox Editor : Create & Code Your World - Half Day Camp,Jun 23,Jun 27,5-Day Camp,9:00 AM,12:00 PM,iCode mckinney,6 - 10,,$249,"Campers will learn to use The Roblox Editor, a special coding environment used to create complete projects in Roblox!  This exciting camp takes an activity your child already loves, and turns it into an educational adventure!"
iCode mckinney,Roblox Editor : Create & Code Your World - Half Day Camp,Jul 14,Jul 18,5-Day Camp,9:00 AM,12:00 PM,iCode mckinney,6 - 10,,$249,"Campers will learn to use The Roblox Editor, a special coding environment used to create complete projects in Roblox!  This exciting camp takes an activity your child already loves, and turns it into an educational adventure!"
iCode mckinney,Roblox Design Intro: Capture The Flag,Jun 30,Jul 3,4-Day Camp,9:00 AM,12:00 PM,iCode mckinney,6 - 10,,$199,"Dive into game development using Roblox Studio. Each day, campers will learn fundamental skills in game design, 3D modeling, and scripting to create their interactive environments, culminating in a ""Capture the Flag"" multiplayer experience."
iCode mckinney,Web Developer : Website Coding & Design,Jun 30,Jul 3,4-Day Camp,1:00 PM,4:00 PM,iCode mckinney,8 - 12,,$199,"Campers will develop a fully functional website with the use of HTML, CSS, JavaScript, and even Bootstraps. They will also learn the importance of proper research design thinking and visual prototyping."
iCode mckinney,Engineering Exploration : Intro to Engineering Concepts,Jul 7,Jul 11,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,10 - 16,,$399,"Structural engineering is the design of load-bearing structures. Campers in our Structural Engineering camp get to design, build and analyze the nation’s infrastructure including buildings, bridges, dams, and power plants."
iCode mckinney,VEX - Robot Squads: Engineering Team Challenge,Aug 4,Aug 8,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 10,,$399,"Mimicking the structure of some of the world’s most competitive robotics challenges such as the First Lego League, and the DARPA Challenge, this fun and exciting week will give campers the opportunity to put their problem solving to the test! Using robotics, campers will team up and brainstorm solutions to many different challenges! During this camp, the skills of programming and engineering will be used to overcome obstacles. While campers work to complete multi-phased challenges, they will realize that teamwork is needed to solve the problems of tomorrow!"
iCode mckinney,VEX - Robot Squads: Engineering Team Challenge,,,,,,iCode mckinney,,,$399,"Mimicking the structure of some of the world’s most competitive robotics challenges such as the First Lego League, and the DARPA Challenge, this fun and exciting week will give campers the opportunity to put their problem solving to the test! Using robotics, campers will team up and brainstorm solutions to many different challenges! During this camp, the skills of programming and engineering will be used to overcome obstacles. While campers work to complete multi-phased challenges, they will realize that teamwork is needed to solve the problems of tomorrow!"
iCode mckinney,Roblox Editor - Create and Code Your Own World,Jul 21,Jul 25,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,7 - 14,,$399,"Join us for a fun Roblox journey where students focus on how to create games, program with Lua, and monetize the games they create. It is an exciting adventure where students learn to become the creators."
iCode mckinney,Fortnite Designer: Game Development with UEFN,Jul 28,Aug 1,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,11 - 16,,$399,"From Player to Creator, students learn everything they need to know to get started with UEFN, Epic Games' new tool for creating games and experiences directly in Fortnite. They will learn how to use UEFN to design and build their own games, import assets, and add gameplay mechanics, as well as collaborate with other creators and publish their games to Fortnite."
iCode mckinney,YouTube Creator : Learn Production Basics - Half Day,Jul 28,Aug 1,5-Day Camp,9:00 AM,12:00 PM,iCode mckinney,6 - 10,,$249,"Youtube has become the premier platform for creators of all kinds to film and produce content that reaches millions of people. This camp is perfect for future content creators to learn the skills that will push their videos to the top. Campers will learn to use digital cameras, how to edit audio, video, and produce content that is not just unique but interesting for their audience."
iCode mckinney,Game Builder : Creating with Construct 3 - Half Day Camp,Jul 21,Jul 25,5-Day Camp,1:00 PM,4:00 PM,iCode mckinney,6 - 10,,$249,"In this introductory camp, campers will go beyond playing games and get a behind-the-scenes experience, learning the art and science of game development. With hands-on projects, campers will be exposed to many digital tools used today for game creation such as Construct 3. Each game created throughout the week will start small and grow exponentially along with skills learned! By the end of the week, campers will really see that making games is more fun than playing them!"
iCode mckinney,Minecraft Redstone: Escape Room Adventure,Jul 28,Aug 1,5-Day Camp,1:00 PM,4:00 PM,iCode mckinney,6 - 10,,$249,"Unlock the secrets of Redstone in Minecraft and dive into the world of engineering! This hands-on camp lets young builders master the basics of circuits, power mechanisms, and automation. Campers will embark on exciting projects, crafting everything from simple circuits to intricate machines."
iCode mckinney,Shark Tank : Create & Pitch Your Own Product! - Half Day Camp,Aug 4,Aug 8,5-Day Camp,1:00 PM,4:00 PM,iCode mckinney,6 - 10,,$249,"Campers will learn how to think like creative entrepreneurs and compete in a crowded marketplace with unique solutions to tomorrow’s problems. Working with professional tools like Adobe XD will give campers a competitive edge and help them learn what it takes to take an idea to market. Campers will collaborate with other campers in completing group and individual projects. These entrepreneurs will have the opportunity to build a startup with their friends, create sophisticated websites, develop marketing plans, and 3D print prototypes. At the end of this busy week, these new start-ups will pitch their projects to a panel of iCode’s top sharks and learn how to negotiate to fund!"
iCode mckinney,Advanced Arduino: Creating with Microcontrollers,Jul 28,Aug 1,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,10 - 16,,$399,Students use the Arduino - an easy-to-use microcontroller board to make a variety of real-world applications.
iCode mckinney,Junior Robotics: Programming With Vex 123,Jul 21,Jul 25,5-Day Camp,9:00 AM,4:00 PM,iCode mckinney,5 - 9,,$399,"Using the VEX 123 platform, campers will engage in hands-on activities that progress from simple robot control to block-based programming. Throughout the week, students will tackle fun challenges like navigating obstacle courses and completing real-world-inspired tasks, all while building skills in creative problem-solving, collaboration, and critical thinking."
iCode mckinney,Artist's Studio : 2D & 3D Digital Art - Half Day Camp,Jul 21,Jul 25,5-Day Camp,9:00 AM,12:00 PM,iCode mckinney,6 - 10,,$249,"Campers will learn to express themselves utilizing the digital tools of the art industry. Various pieces will be created throughout the week which will then be shared, and discussed as a group, giving these artists the crucial experience of personal feedback. Some of the areas that each new artist will explore include: photo manipulation, digital painting, 3D sculpting, and programming art! Campers will create an art gallery-style presentation for audiences to experience and enjoy their projects."
