Organization,Camp Name,Start Date,End Date,Days,Start Time,End Time,Location,Age Range,Grade Range,Price,Description
Club SciKidz Dallas,Little Space Explorer,06/09/2025,06/13/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,Pre-K to K,$385.00,"""Is your Little Space Explorer ready to blast off and explore what lies beyond our planet?? Kids of all ages love space, so that’s why we created Little Space Explorer for our 4 &5 year old campers! We all remember watching the launch of space rockets from NASA, the first steps by man on the moon, watching astronauts float in zero gravity and of course those bulky but futuristic space suits. Campers will become astronauts in training as they learn about and participate in hands on activities about the sun, moon, planets, and the life of an astronaut. Projects include Making Moon Sand, Fizzing Planets, creating a galaxy, participating in an astronaut obstacle course, and many more.

*Please Note: all campers MUST be 4 years old by the start of their camp week and must be COMPLETELY POTTY TRAINED (read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Mini Medical School,06/09/2025,06/13/2025,M - F,9:00 AM,4:00 PM,One Community Church- Prosper,3-14,Pre-K to K,$395.00,""" One of our BEST sellers from 2024!

Mini Medical School will introduce campers to the career of being a doctor and all that it entails. They'll practice bandaging the boos-boos of their stuffed animal and caring for the patient, and They'll even get their own medical and first aid kit to bring home at the end of the week! Campers will also be learning about some of the different body systems and organs that keep our bodies alive and functioning. They'll make their own stethoscope and inflatable lungs and models of the heart and the human eyeball! They will even learn about x-rays and learn how doctors use them to figure out if there is a “boo boo” that we can’t see from the outside of the body. Each lesson consists of an engaging hands-on activity or experiment where campers will not only learn but have fun.


Throughout the week, different picture books will be integrated into the lessons, bringing reading and literature into the camp, allowing campers to see, hear, and experience the material."""
Club SciKidz Dallas,Sea Adventure,06/09/2025,06/13/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,1st to 3rd,$385.00,"""Calling all future marine biologists and pirate enthusiasts! Join us as we sail away on our pirate adventure and explore the crystal blue oceans searching for sea life, gold, gems, and of course some buried treasure! Oceanography was never this much fun!  Sample projects include: Map Making and Orienteering, Knot Tying, Shark Tooth Necklace,  make Mermaid Slime, build a model ship, go on a Treasure Hunt....for a total of 20 make and take projects.  Arrrrrrrg! Welcome Me Hearties!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Young Scientist,06/09/2025,06/13/2025,M - F,9:00 AM,4:00 PM,One Community Church- Prosper,3-14,4th to 7th,$395.00,"""NEW in 2025!

Camp Young Scientist is a comprehensive survey covering the topics of Anatomy to Zoology. Camper’s experiment and complete projects in human anatomy, botany, rocks and minerals, robotics, space, and electronics. This camp is perfect for your camper who just LOVES everything science.

Campers engage in 15-20 projects each week including:

Maker Space Workshop
Creating Biodegradable plastics
Candy DNA
Clean Water Science
Propeller Powered Car
Galaxy Painting
Toybox Science
Frog Dissection
Paracord Survival bracelet
Go Fly a Kite!
Build a weather station
Building a solar oven
Save the bees garden and bracelet

There is a $10 lab fee due to the large amount of supplies needed for this camp.

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Adventures in Minecraft Game,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,One Community Church- Prosper,3-14,1st to 3rd,$385.00,"In this new innovative experience, campers will become engineers and architects as they build, explore, and survive in their Minecraft world.

Campers will learn about the connection between digital and real–world environments and explore hands–on how real–world environments inspire game designers to create biomes in games. Using Minecraft Education Edition, campers will work together to create settlements in one of the many biomes Minecraft has to offer and even learn about those same biomes in the real world!

Towards the end of the week, the campers will put their builds to the ultimate test and defend their settlements from invasions. And never fear, before camp is over, campers will get a chance to do what all Minecraft players love to do: DESTROY!

It is no longer necessary for campers to bring login information for their personal Minecraft accounts. We will provide everything they need.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,American Doll - New Era,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,One Community Church- Prosper,3-14,1st to 3rd,$385.00,"NEW in 2025!!

This brand new camp is geared for rising 1st-3rd graders who love dolls! This camp will feature four of the recent modern Girl of the Year characters and one of the characters of the Contemporary Characters line and will be the perfect blend of crafts, STEAM related lessons and activities, and life-lessons that we can learn from each character. Campers are not required to bring their dolls to camp, but are welcome to, as they will be making some crafts and projects specifically for her! We look forward to this exciting new camp!

Some of the STEAM connections your campers will engage in are painting, learning about horses and animals, exploring space and the stars, as well as animation, oceanography, and so much more!

In addition, a few of the important life skills that will be covered during their week of fun are: self confidence, overcoming fears, being a good leader, pursuing dreams, perseverance, and having patience. 

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,American Doll - New Era,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,1st to 3rd,$385.00,"NEW in 2025!!

This brand new camp is geared for rising 1st-3rd graders who love dolls! This camp will feature four of the recent modern Girl of the Year characters and one of the characters of the Contemporary Characters line and will be the perfect blend of crafts, STEAM related lessons and activities, and life-lessons that we can learn from each character. Campers are not required to bring their dolls to camp, but are welcome to, as they will be making some crafts and projects specifically for her! We look forward to this exciting new camp!

Some of the STEAM connections your campers will engage in are painting, learning about horses and animals, exploring space and the stars, as well as animation, oceanography, and so much more!

In addition, a few of the important life skills that will be covered during their week of fun are: self confidence, overcoming fears, being a good leader, pursuing dreams, perseverance, and having patience. 

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."
Club SciKidz Dallas,Chemistry Concoctions,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,4th to 7th,$395.00,"""Campers spend the week conducting 15-20 fascinating and fun chemistry experiments. Emphasis is on safety, chemistry history, proper use of chemistry lab equipment, and an introductory understanding of chemical symbols and reactions. This camp is a great way to prepare for middle or high school chemistry AND have tons of fun! Experiments include: metal flame tests, paper chromatography races, fluorescent polymer slime production, litmus indicator solutions, electricity in a test tube, a boat that runs on soap, and many more! A $20 lab fee is included in the tuition rate, as this camp has an extraordinary amount of supplies.

All Labs- No Lectures!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Dash & Dot Robotics,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,1st to 3rd,$385.00,"""This popular camp uses Dash and Dot, cleverbots created by Wonder Workshop. They are real robots that can sing, dance, navigate courses, and respond to voice commands. Using a tablet and apps, campers practice coding the robots to participate in a variety of different challenges and to create new behaviors for Dash. Campers will use sensors and different software apps to program their Dash and Dot to complete various challenges. Some activities include designing and creating obstacle courses and paths for Dash and Dot to complete, all programmed by you! Campers will play the iconic game of H-O-R-S-E and launch balls using Dash into a container and create a robot artist utilizing Dash to draw pictures.

Besides the many challenges using Dash and Dot, campers will learn about basic electronics and circuitry using a Snap Circuit board. Some projects include building a circuit to turn on a light and creating a real alarm!

At the end of the week, campers will take home their Snap Circuit board and kit. 

Registration closes at 11:59 pm Friday before each camp week begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Grossology,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,One Community Church- Prosper,3-14,1st to 3rd,$385.00,"""Campers will discover loads of horribly fun & gross experiments! Projects focus on blood, bones and body bits! This is science with the squishy bits left in it! Tons of chemistry and biology for the aspiring doctor or scientist! Grossologists will indulge in many other sickening body experiments. This is our most disgusting camp! Sample Projects include Bulging Bag of Brains, Simulated Snot, Baby Diaper Dissection, Eyeball Acrobatics, Bird Barf...and we are only getting started!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Eco Explorer,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,1st to 3rd,$385.00,"""What better place to explore than nature that is right outside our door? Campers will not only learn about this amazing planet with live on but learn how we can help keep it beautiful and healthy! They'll be arborists as they learn about different kinds or trees and even plant a pine tree. Next, They'll become entomologists as they do activities and experiments related to spiders, butterflies, and other insects. They'll discover that although sometimes insects may appear scary or frightening, they actually aren’t and even help us! Campers will explore the organisms and habitats of different ecosystems learn ways to take care of the planet we live on. They'll become experts on the “three Rs”.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Meteorologist,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,1st to 3rd,$385.00,"""Campers will become meteorologists for the week and discover why our weather changes! Our Young Meteorologists will measure and record rainfall, create a water cycle wheel, build a weather station, learn about the Greenhouse Effect, create a terrarium, design their own tornadoes, create “snow” during the summer and more! Before you know it, your Young Meteorologist will be on the 6 o’clock news doing the weather!

In addition: Campers will end the week demonstrating the three states of matter by making and eating some delicious ice cream. Throughout the week they will take home projects that include: sun prints, UV beads, a wind vane, anemometer, and a very cool rain stick!


Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Meteorologist,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Campers will become meteorologists for the week and discover why our weather changes! Our Young Meteorologists will measure and record rainfall, create a water cycle wheel, build a weather station, learn about the Greenhouse Effect, create a terrarium, design their own tornadoes, create “snow” during the summer and more! Before you know it, your Young Meteorologist will be on the 6 o’clock news doing the weather!

In addition: Campers will end the week demonstrating the three states of matter by making and eating some delicious ice cream. Throughout the week they will take home projects that include: sun prints, UV beads, a wind vane, anemometer, and a very cool rain stick!


Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Physician,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Make NO bones about it; this camp is for the aspiring “Young Physician”. Campers will learn that their bodies are miles of blood vessels, hundreds of muscles, many thousands of hairs, a furnace, a filter, AND a fancy computer! Your Young Physician will really have a pulse on the human body with this camp. Campers receive their own stethoscope and percussion hammer.

If there is a future doctor in your house-this is the camp for them!

Sample Projects: Building a Lung Model! Testing for Germs! Build a Spinal Column! Skin Prints! Experiments in Anatomy and Physiology!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Physician,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,1st to 3rd,$385.00,"""Make NO bones about it; this camp is for the aspiring “Young Physician”. Campers will learn that their bodies are miles of blood vessels, hundreds of muscles, many thousands of hairs, a furnace, a filter, AND a fancy computer! Your Young Physician will really have a pulse on the human body with this camp. Campers receive their own stethoscope and percussion hammer.

If there is a future doctor in your house-this is the camp for them!

Sample Projects: Building a Lung Model! Testing for Germs! Build a Spinal Column! Skin Prints! Experiments in Anatomy and Physiology!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Robot Engineer,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,One Community Church- Garland,3-14,1st to 3rd,$395.00,"""This camp is a FUN introduction into the world of robotics. Campers will learn about the six simple machines and how they are incorporated into more complex machines. Campers will also learn about circuits and power sources as they build our “Mars-like” RC Rover. The radio-controlled RC Rover is capable of performing 23 experiments and activities. Campers will also have fun constructing our Artbot & Bristlebot!

Campers will be able to take home the robots they build for hours of fun after the camp week has finished! This camp sells out quickly every single year, so don't delay in registering your camper today.

*Formerly known as Little/Young Robot Engineer
Camp Tuition includes the $10 Lab Fee due to extraordinarily high costs of supplies for these labs.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Scientist,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,1st to 3rd,$385.00,"""Fun and excitement is fostered by great lessons and hands-on experiments! Our Jr. Scientist camp covers a broad range of fun and exciting science topics in Chemistry, Earth Science, Life Science, Physical Science, and Lab Process Skills. It is by far our most popular summer science camp experience in this age category. Your camper will enjoy the 20 make-and-take projects, and that makes for a fantastic STEM summer!  A $15 lab fee is included in the camp tuition due to the extraordinary amount of supplies for this camp. This camp is formerly known as ""Young Scientist.""

Sample Projects:
Grow - Beast Experiment! Wacky Window Paint! Super Bouncing Balls! Optic Wonders! Wurmz and Dirt! Diving Submarines!

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jr. Video Game Maker,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""Campers will be using a software program from MIT called Scratch. The program was designed for children, and teaches them the basics of programing as they create animated stories, video games, and interactive artwork.

Using colorful programming blocks, campers drag and “snap” together the blocks to make a character (Sprite) walk, speak, play music, or interact with other sprites.

Since computer programming is considered the new literacy, young people now have an opportunity to put together multimedia programs without any previous programming knowledge. As children create with Scratch, they learn to think creatively, work collaboratively, and reason systematically.

*Formerly known as Camp Jr. Video Game Maker

**Campers will need to bring a USB drive to the camp**

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Jurassic,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,Pre-K to K,$385.00,"""Dinosaurs may be extinct, but they are very much alive in Camp Jurassic! Campers learn about a variety of dinosaurs and their habitats. Rocks, minerals and fossils are studied along with a variety of related projects. These may include making a dinosaur model, panning for gems and minerals, building a volcano, casting a sea shell fossil, and a dinosaur dig. Special emphasis is placed on observation, inference, data collection, and just plain old fun! This is Geology 101!

Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more HERE).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@cskdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Lego Robotics with Mindstorm EV3,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Bentwood Trail Presbyterian Church,3-14,4th to 7th,$385.00,"""The LEGO® Education SPIKE™ Prime Set is our newest STEAM learning tool for campers going into grades 4–7. Combining colorful LEGO building
elements, easy–to–use hardware, and an intuitive drag–and–drop coding language based on Scratch, SPIKE Prime continuously engages campers through playful learning activities to think critically and solve complex problems, regardless of their learning level. From easy–entry projects to limitless creative design possibilities, including the option to explore text–based coding with Python, SPIKE Prime helps campers learn the essential STEAM and 21st century skills needed to become the innovative minds of tomorrow… while having fun!

Some general prior knowledge of block coding and robotic programing would be helpful for campers interested in registering for our Robotics with Lego SPIKE.

Camper Projects include: building a driving vehicle, exploring forecasts, weather and cloud data, detecting moving objects, exploring and comparing the efficiency of two robotic arms.
We also study how robots can complete tasks in space that humans cannot.

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Lego WeDo + Scratch Coding,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Lovers Lane United Methodist Church,3-14,1st to 3rd,$385.00,"""NEW in 2025!

Campers get to blend two of our favorite tech based camp themes into one exciting week of learning. The lessons taught in Lego WeDo + Scratch Coding will not just focus on Lego coding separate from Scratch video game creation, but it also allow the two to come together!

Lego WeDo is an easy-to-learn software that will help walk the campers through a variety of build creations. Scratch is coding program that helps learners of all ages build and play their very own video game creations!

Campers do not need any prior coding skills as this is a beginner friendly class. If your camper loves video games and Legos, then this will be the ideal camp for them!

Registration closes at 11:59pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
Club SciKidz Dallas,Little Engineer,06/16/2025,06/20/2025,M - F,9:00 AM,4:00 PM,Willow Bend Church,3-14,Pre-K to K,$385.00,"""Sir Isaac Newton never had this much fun! Campers will be immersed into our toy maker’s workshop as they construct and take home several different toy projects during the week. Campers will learn why kaleidoscopes produce such beautiful colors, build and play with a marshmallow shooter, and create the classic rubber band ball. Each project will teach an important physical property. Sample Projects include: Pocket Rocket, Sponge Ball Slingshot, Marshmallow Shooter, Snap Circuit Board.

*Please note: all campers MUST be 4 years old by the start of their camp week and must be completely potty-trained (please read more in our FAQ's).

Registration closes at 11:59 pm Friday before this camp begins. For late registrations, please email us at hello@clubscikidzdallas.com. Late registration fee of $20 will apply."""
